price,location,detail
180 495AZN,Yasamal q.,2 otaqlı94.5 m²13/14 mərtəbə
4 080 000AZN,Nəsimi r.,3 otaqlı375.2 m²9/33 mərtəbə
220 000AZN,Əhmədli m.,5 otaqlı120 m²7/9 mərtəbə
115 500AZN,Bakıxanov q.,2 otaqlı45 m²3/9 mərtəbə
285 000AZN,Şah İsmayıl Xətai m.,2 otaqlı105 m²9/18 mərtəbə
131 856AZN,Yasamal q.,2 otaqlı65.6 m²2/14 mərtəbə
178 488AZN,20 Yanvar m.,2 otaqlı88.8 m²2/14 mərtəbə
265 000AZN,20 Yanvar m.,3 otaqlı115 m²8/16 mərtəbə
134 268AZN,20 Yanvar m.,2 otaqlı66.8 m²2/14 mərtəbə
225 000AZN,Nəsimi m.,3 otaqlı118 m²17/17 mərtəbə
193 000AZN,Memar Əcəmi m.,2 otaqlı87 m²10/18 mərtəbə
240 000AZN,Həzi Aslanov m.,5 otaqlı110 m²3/5 mərtəbə
198 000AZN,Yasamal r.,3 otaqlı170 m²18/21 mərtəbə
217 740AZN,Yasamal q.,3 otaqlı114.6 m²3/14 mərtəbə
131 433AZN,20 Yanvar m.,2 otaqlı68.1 m²7/14 mərtəbə
239 000AZN,Memar Əcəmi m.,2 otaqlı95 m²7/14 mərtəbə
199 264AZN,İnşaatçılar m.,2 otaqlı95.8 m²4/14 mərtəbə
187 000AZN,Yasamal r.,3 otaqlı82 m²6/12 mərtəbə
148 000AZN,8 Noyabr m.,2 otaqlı55 m²4/5 mərtəbə
168 000AZN,20 Yanvar m.,2 otaqlı50 m²4/20 mərtəbə
309 000AZN,8 Noyabr m.,2 otaqlı105 m²27/27 mərtəbə
375 000AZN,Elmlər Akademiyası m.,2 otaqlı86 m²12/17 mərtəbə
335 000AZN,Qara Qarayev m.,3 otaqlı135 m²5/18 mərtəbə
130 000AZN,Yeni Yasamal q.,2 otaqlı103 m²6/12 mərtəbə
320 000AZN,Elmlər Akademiyası m.,3 otaqlı136 m²8/14 mərtəbə
339 000AZN,Nəriman Nərimanov m.,3 otaqlı94 m²16/17 mərtəbə
137 000AZN,Həzi Aslanov m.,3 otaqlı74 m²6/9 mərtəbə
159 000AZN,Nəsimi m.,2 otaqlı65 m²7/9 mərtəbə
99 000AZN,Azadlıq Prospekti m.,2 otaqlı40 m²3/5 mərtəbə
136 697AZN,20 Yanvar m.,2 otaqlı47.3 m²20/20 mərtəbə
260 000AZN,Buzovna q.,3 otaqlı130 m²2/3 mərtəbə
310 000AZN,Bayıl q.,3 otaqlı117 m²11/16 mərtəbə
158 760AZN,Zığ q.,4 otaqlı113.4 m²4/14 mərtəbə
426 000AZN,Nəsimi r.,4 otaqlı174 m²7/20 mərtəbə
242 000AZN,Elmlər Akademiyası m.,2 otaqlı68 m²14/17 mərtəbə
195 000AZN,Memar Əcəmi m.,3 otaqlı100 m²8/12 mərtəbə
260 000AZN,Nərimanov r.,3 otaqlı90 m²4/14 mərtəbə
122 000AZN,Xalqlar Dostluğu m.,3 otaqlı85 m²1/5 mərtəbə
780 000AZN,28 May m.,6 otaqlı580 m²11/14 mərtəbə
1 280 000AZN,28 May m.,4 otaqlı240 m²12/20 mərtəbə
215 000AZN,Azadlıq Prospekti m.,2 otaqlı76 m²3/10 mərtəbə
2 400 000AZN,Sahil m.,5 otaqlı246 m²3/9 mərtəbə
299 000AZN,İnşaatçılar m.,3 otaqlı125 m²7/19 mərtəbə
2 720 000AZN,Nəsimi r.,5 otaqlı334 m²6/30 mərtəbə
435 000AZN,8 Noyabr m.,3 otaqlı148 m²14/27 mərtəbə
600 000AZN,Nizami m.,3 otaqlı184 m²10/14 mərtəbə
560 000AZN,Nizami m.,4 otaqlı205 m²9/20 mərtəbə
625 000AZN,Nəsimi r.,4 otaqlı231 m²10/17 mərtəbə
164 000AZN,Xalqlar Dostluğu m.,2 otaqlı62 m²12/16 mərtəbə
711 000AZN,Nizami m.,4 otaqlı237 m²9/14 mərtəbə
285 000AZN,Elmlər Akademiyası m.,2 otaqlı80 m²11/17 mərtəbə
520 000AZN,Nəsimi r.,3 otaqlı154 m²9/16 mərtəbə
180 000AZN,İnşaatçılar m.,2 otaqlı72.7 m²13/14 mərtəbə
197 000AZN,Gənclik m.,2 otaqlı74 m²10/18 mərtəbə
445 000AZN,Elmlər Akademiyası m.,3 otaqlı100 m²3/16 mərtəbə
355 000AZN,Elmlər Akademiyası m.,3 otaqlı115 m²15/20 mərtəbə
196 000AZN,Memar Əcəmi m.,3 otaqlı80 m²3/10 mərtəbə
1 760 000AZN,Elmlər Akademiyası m.,7 otaqlı440 m²16/21 mərtəbə
450 000AZN,Azadlıq Prospekti m.,5 otaqlı220 m²5/12 mərtəbə
200 000AZN,28 May m.,1 otaqlı56.6 m²15/16 mərtəbə
230 512AZN,Nardaran q.,1 otaqlı57.7 m²7/8 mərtəbə
240 000AZN,7-ci mikrorayon q.,3 otaqlı109 m²12/17 mərtəbə
255 000AZN,Elmlər Akademiyası m.,3 otaqlı80 m²4/5 mərtəbə
244 000AZN,Elmlər Akademiyası m.,3 otaqlı110 m²17/17 mərtəbə
550 000AZN,Qara Qarayev m.,5 otaqlı242 m²9/16 mərtəbə
225 000AZN,20 Yanvar m.,3 otaqlı95 m²10/20 mərtəbə
86 000AZN,Nəriman Nərimanov m.,2 otaqlı45 m²6/9 mərtəbə
93 000AZN,Qara Qarayev m.,1 otaqlı39 m²5/16 mərtəbə
255 000AZN,Bayıl q.,3 otaqlı116 m²6/16 mərtəbə
230 000AZN,Nəriman Nərimanov m.,2 otaqlı60 m²12/17 mərtəbə
225 000AZN,Elmlər Akademiyası m.,4 otaqlı105 m²9/10 mərtəbə
310 000AZN,8 Noyabr m.,3 otaqlı98 m²14/17 mərtəbə
190 000AZN,İnşaatçılar m.,3 otaqlı86 m²16/17 mərtəbə
178 000AZN,Memar Əcəmi m.,2 otaqlı85 m²5/14 mərtəbə
166 000AZN,Həzi Aslanov m.,3 otaqlı75 m²6/9 mərtəbə
250 000AZN,8 Noyabr m.,3 otaqlı117 m²15/17 mərtəbə
118 000AZN,Elmlər Akademiyası m.,2 otaqlı50 m²3/19 mərtəbə
459 990AZN,Gənclik m.,3 otaqlı136 m²15/16 mərtəbə
167 000AZN,Həzi Aslanov m.,3 otaqlı75 m²7/9 mərtəbə
660 000AZN,Nizami m.,4 otaqlı220 m²10/18 mərtəbə
139 000AZN,Nəriman Nərimanov m.,2 otaqlı49 m²5/5 mərtəbə
395 000AZN,Nizami m.,3 otaqlı152 m²15/18 mərtəbə
470 000AZN,Elmlər Akademiyası m.,4 otaqlı180 m²9/17 mərtəbə
115 000AZN,Neftçilər m.,2 otaqlı52 m²1/5 mərtəbə
198 000AZN,20 Yanvar m.,2 otaqlı77 m²12/19 mərtəbə
210 000AZN,Nəriman Nərimanov m.,2 otaqlı66 m²10/17 mərtəbə
180 000AZN,Həzi Aslanov m.,2 otaqlı100 m²4/20 mərtəbə
230 000AZN,8-ci mikrorayon q.,4 otaqlı110 m²7/10 mərtəbə
230 000AZN,Şah İsmayıl Xətai m.,3 otaqlı102 m²15/24 mərtəbə
400 000AZN,Nərimanov r.,3 otaqlı145 m²6/17 mərtəbə
206 999AZN,Nəsimi r.,2 otaqlı56 m²14/16 mərtəbə
164 900AZN,Əhmədli m.,3 otaqlı75 m²5/9 mərtəbə
240 000AZN,Əhmədli m.,3 otaqlı107 m²4/17 mərtəbə
460 000AZN,Memar Əcəmi m.,5 otaqlı260 m²14/14 mərtəbə
295 000AZN,Binəqədi r.,3 otaqlı106 m²10/18 mərtəbə
165 000AZN,Memar Əcəmi m.,2 otaqlı60 m²10/14 mərtəbə
518 000AZN,Ağ şəhər q.,3 otaqlı140 m²2/7 mərtəbə
89 000AZN,Masazır q.,4 otaqlı82 m²5/6 mərtəbə
465 000AZN,Elmlər Akademiyası m.,4 otaqlı180 m²8/10 mərtəbə
230 000AZN,Elmlər Akademiyası m.,3 otaqlı80 m²6/9 mərtəbə
275 000AZN,Həzi Aslanov m.,3 otaqlı115 m²6/18 mərtəbə
234 000AZN,28 May m.,2 otaqlı84 m²11/16 mərtəbə
297 000AZN,Nəriman Nərimanov m.,3 otaqlı112 m²3/15 mərtəbə
225 000AZN,Elmlər Akademiyası m.,4 otaqlı105 m²9/10 mərtəbə
370 000AZN,Nizami m.,3 otaqlı126 m²8/10 mərtəbə
165 000AZN,Azadlıq Prospekti m.,2 otaqlı65 m²15/17 mərtəbə
208 000AZN,Nəriman Nərimanov m.,3 otaqlı100 m²5/5 mərtəbə
134 000AZN,Bakıxanov q.,3 otaqlı75 m²5/5 mərtəbə
250 000AZN,Elmlər Akademiyası m.,2 otaqlı75 m²3/17 mərtəbə
209 000AZN,Nəriman Nərimanov m.,2 otaqlı55 m²5/16 mərtəbə
180 000AZN,Nərimanov r.,3 otaqlı90 m²3/5 mərtəbə
200 000AZN,Nərimanov r.,3 otaqlı90 m²7/9 mərtəbə
350 000AZN,İnşaatçılar m.,3 otaqlı110 m²2/19 mərtəbə
127 000AZN,Mehdiabad q.,3 otaqlı80 m²6/10 mərtəbə
450 000AZN,Nardaran q.,2 otaqlı80 m²1/4 mərtəbə
474 000AZN,Nizami m.,4 otaqlı158 m²4/15 mərtəbə
87 000AZN,Köhnə Günəşli q.,2 otaqlı35.2 m²9/9 mərtəbə
165 000AZN,Bakıxanov q.,3 otaqlı65 m²3/3 mərtəbə
380 000AZN,Nizami m.,3 otaqlı125.7 m²8/12 mərtəbə
410 000AZN,8 Noyabr m.,3 otaqlı148 m²13/27 mərtəbə
357 000AZN,Nizami m.,3 otaqlı130 m²19/21 mərtəbə
260 000AZN,Buzovna q.,3 otaqlı130 m²2/3 mərtəbə
112 000AZN,Memar Əcəmi m.,2 otaqlı35 m²2/5 mərtəbə
225 000AZN,28 May m.,3 otaqlı90 m²3/17 mərtəbə
630 000AZN,Nəsimi r.,4 otaqlı192 m²6/19 mərtəbə
303 000AZN,İçəri Şəhər m.,3 otaqlı90 m²5/12 mərtəbə
780 000AZN,28 May m.,6 otaqlı582 m²11/12 mərtəbə
250 000AZN,Nərimanov r.,3 otaqlı98 m²15/17 mərtəbə
305 000AZN,Nərimanov r.,3 otaqlı112 m²7/14 mərtəbə
135 000AZN,Nəriman Nərimanov m.,2 otaqlı38 m²4/5 mərtəbə
389 000AZN,Bayıl q.,3 otaqlı117 m²15/17 mərtəbə
250 000AZN,Qara Qarayev m.,3 otaqlı120 m²3/17 mərtəbə
348 000AZN,28 May m.,3 otaqlı110 m²10/15 mərtəbə
445 000AZN,Nəsimi r.,3 otaqlı130 m²14/16 mərtəbə
265 000AZN,Nərimanov r.,3 otaqlı85 m²4/14 mərtəbə
126 000AZN,Neftçilər m.,3 otaqlı55 m²3/5 mərtəbə
425 000AZN,Şah İsmayıl Xətai m.,3 otaqlı130 m²4/17 mərtəbə
320 000AZN,Qara Qarayev m.,3 otaqlı107 m²3/16 mərtəbə
170 000AZN,Nərimanov r.,2 otaqlı60 m²8/9 mərtəbə
280 000AZN,Elmlər Akademiyası m.,3 otaqlı100 m²7/15 mərtəbə
148 000AZN,Yeni Yasamal q.,3 otaqlı90 m²2/9 mərtəbə
138 416AZN,İnşaatçılar m.,2 otaqlı65.6 m²11/14 mərtəbə
465 000AZN,Şah İsmayıl Xətai m.,4 otaqlı214 m²12/18 mərtəbə
170 000AZN,Həzi Aslanov m.,2 otaqlı92 m²4/15 mərtəbə
449 000AZN,Ağ şəhər q.,3 otaqlı127 m²2/8 mərtəbə
118 000AZN,Neftçilər m.,2 otaqlı54 m²2/5 mərtəbə
132 000AZN,Həzi Aslanov m.,2 otaqlı52 m²9/19 mərtəbə
157 000AZN,Memar Əcəmi m.,3 otaqlı81 m²2/9 mərtəbə
170 000AZN,Nəriman Nərimanov m.,1 otaqlı83 m²5/16 mərtəbə
175 000AZN,Qara Qarayev m.,3 otaqlı60 m²13/14 mərtəbə
165 000AZN,Nəriman Nərimanov m.,2 otaqlı75 m²3/19 mərtəbə
80 000AZN,Yeni Günəşli q.,4 otaqlı138 m²2/12 mərtəbə
210 000AZN,20 Yanvar m.,2 otaqlı77 m²6/11 mərtəbə
130 000AZN,20 Yanvar m.,2 otaqlı82 m²5/12 mərtəbə
210 000AZN,Nəsimi r.,2 otaqlı51 m²16/17 mərtəbə
230 000AZN,Şah İsmayıl Xətai m.,3 otaqlı102 m²15/22 mərtəbə
258 000AZN,Həzi Aslanov m.,3 otaqlı145 m²6/17 mərtəbə
298 000AZN,Ağ şəhər q.,2 otaqlı67.3 m²3/18 mərtəbə
178 000AZN,Həzi Aslanov m.,3 otaqlı100 m²16/17 mərtəbə
237 000AZN,Xətai r.,3 otaqlı126 m²13/19 mərtəbə
286 000AZN,Nəriman Nərimanov m.,3 otaqlı110 m²13/16 mərtəbə
305 000AZN,28 May m.,3 otaqlı130 m²16/17 mərtəbə
315 000AZN,Gənclik m.,2 otaqlı105 m²3/16 mərtəbə
174 000AZN,Qara Qarayev m.,2 otaqlı70 m²4/17 mərtəbə
99 000AZN,Binəqədi r.,1 otaqlı42 m²4/5 mərtəbə
329 000AZN,28 May m.,3 otaqlı145 m²5/14 mərtəbə
365 000AZN,Nizami m.,3 otaqlı100 m²2/5 mərtəbə
202 000AZN,20 Yanvar m.,2 otaqlı77 m²5/11 mərtəbə
155 000AZN,Xətai r.,3 otaqlı82 m²6/20 mərtəbə
135 000AZN,Abşeron r.,3 otaqlı100 m²2/10 mərtəbə
187 680AZN,20 Yanvar m.,2 otaqlı81.6 m²1/20 mərtəbə
185 000AZN,Xalqlar Dostluğu m.,3 otaqlı120 m²14/19 mərtəbə
120 000AZN,Elmlər Akademiyası m.,2 otaqlı43 m²10/12 mərtəbə
135 000AZN,Bakıxanov q.,2 otaqlı82 m²3/19 mərtəbə
550 000AZN,Nəsimi r.,4 otaqlı216 m²4/7 mərtəbə
345 000AZN,Kubinka q.,3 otaqlı101 m²12/16 mərtəbə
239 000AZN,Nəriman Nərimanov m.,2 otaqlı70 m²13/16 mərtəbə
125 000AZN,Yeni Günəşli q.,3 otaqlı66 m²2/9 mərtəbə
255 000AZN,Şah İsmayıl Xətai m.,3 otaqlı90 m²15/21 mərtəbə
390 000AZN,Nəriman Nərimanov m.,4 otaqlı180 m²2/16 mərtəbə
350 000AZN,Qara Qarayev m.,3 otaqlı125 m²7/16 mərtəbə
140 000AZN,İnşaatçılar m.,1 otaqlı51 m²9/16 mərtəbə
96 400AZN,Zabrat q.,2 otaqlı73 m²6/10 mərtəbə
630 000AZN,Gənclik m.,4 otaqlı219 m²7/17 mərtəbə
189 000AZN,Xalqlar Dostluğu m.,3 otaqlı80 m²4/5 mərtəbə
140 000AZN,Nərimanov r.,2 otaqlı50 m²2/4 mərtəbə
530 000AZN,Nəsimi r.,4 otaqlı176 m²5/16 mərtəbə
315 000AZN,Azadlıq Prospekti m.,5 otaqlı220 m²15/17 mərtəbə
155 000AZN,Neftçilər m.,2 otaqlı68 m²9/17 mərtəbə
370 000AZN,28 May m.,3 otaqlı140 m²11/16 mərtəbə
409 000AZN,Nərimanov r.,4 otaqlı186 m²17/17 mərtəbə
211 000AZN,Şah İsmayıl Xətai m.,1 otaqlı73 m²4/20 mərtəbə
134 000AZN,Lökbatan q.,2 otaqlı90 m²7/9 mərtəbə
255 000AZN,Şah İsmayıl Xətai m.,3 otaqlı90 m²15/20 mərtəbə
165 000AZN,Gənclik m.,2 otaqlı55 m²7/16 mərtəbə
244 000AZN,Gənclik m.,2 otaqlı92 m²11/17 mərtəbə
499 000AZN,Elmlər Akademiyası m.,5 otaqlı202 m²7/15 mərtəbə
409 000AZN,Nəsimi r.,3 otaqlı178 m²5/16 mərtəbə
375 000AZN,Şah İsmayıl Xətai m.,3 otaqlı140 m²10/18 mərtəbə
258 000AZN,28 May m.,2 otaqlı65 m²4/16 mərtəbə
400 000AZN,8 Noyabr m.,3 otaqlı145 m²14/27 mərtəbə
99 000AZN,Sahil m.,1 otaqlı32 m²2/2 mərtəbə
633 000AZN,Yasamal r.,4 otaqlı239 m²9/20 mərtəbə
187 680AZN,20 Yanvar m.,2 otaqlı81.6 m²1/20 mərtəbə
280 000AZN,Xətai r.,3 otaqlı103 m²15/19 mərtəbə
255 000AZN,Nəriman Nərimanov m.,2 otaqlı97 m²2/16 mərtəbə
133 576AZN,20 Yanvar m.,2 otaqlı47.2 m²19/20 mərtəbə
195 000AZN,Xətai r.,3 otaqlı93 m²10/13 mərtəbə
650 000AZN,Nəriman Nərimanov m.,4 otaqlı180 m²16/17 mərtəbə
94 000AZN,Elmlər Akademiyası m.,1 otaqlı32 m²4/5 mərtəbə
233 000AZN,Həzi Aslanov m.,3 otaqlı115 m²2/17 mərtəbə
330 000AZN,Nəsimi r.,3 otaqlı85 m²4/18 mərtəbə
1 224 000AZN,Nəsimi r.,1 otaqlı97.8 m²20/33 mərtəbə
1 938 000AZN,Nəsimi r.,2 otaqlı201 m²9/33 mərtəbə
1 479 000AZN,Nəsimi r.,1 otaqlı88.6 m²17/33 mərtəbə
375 000AZN,Şah İsmayıl Xətai m.,3 otaqlı176 m²11/16 mərtəbə
142 000AZN,Massiv D q.,4 otaqlı100 m²1/10 mərtəbə
263 000AZN,Həzi Aslanov m.,3 otaqlı145 m²13/17 mərtəbə
225 000AZN,Həzi Aslanov m.,3 otaqlı117 m²4/17 mərtəbə
225 000AZN,Xətai r.,2 otaqlı95.5 m²6/20 mərtəbə
285 000AZN,Həzi Aslanov m.,4 otaqlı127 m²10/19 mərtəbə
220 000AZN,Nərimanov r.,3 otaqlı78 m²5/5 mərtəbə
220 000AZN,İnşaatçılar m.,4 otaqlı120 m²3/9 mərtəbə
1 955 000AZN,Nəsimi r.,2 otaqlı139.7 m²10/33 mərtəbə
170 000AZN,Gənclik m.,2 otaqlı66.2 m²4/14 mərtəbə
435 000AZN,Ağ şəhər q.,3 otaqlı120 m²5/8 mərtəbə
816 000AZN,Nəsimi r.,5 otaqlı255 m²11/16 mərtəbə
275 000AZN,Nardaran q.,2 otaqlı74 m²4/6 mərtəbə
141 000AZN,Əhmədli m.,4 otaqlı100 m²8/9 mərtəbə
485 000AZN,Gənclik m.,4 otaqlı178 m²15/18 mərtəbə
198 000AZN,Şah İsmayıl Xətai m.,1 otaqlı68.3 m²3/20 mərtəbə
140 000AZN,Xətai r.,3 otaqlı53 m²2/9 mərtəbə
2 465 000AZN,Nəsimi r.,2 otaqlı171.6 m²21/33 mərtəbə
140 000AZN,İnşaatçılar m.,3 otaqlı140 m²11/11 mərtəbə
330 000AZN,Şah İsmayıl Xətai m.,3 otaqlı140 m²15/16 mərtəbə
311 990AZN,28 May m.,3 otaqlı100 m²6/10 mərtəbə
400 000AZN,Şah İsmayıl Xətai m.,3 otaqlı127.4 m²11/20 mərtəbə
395 000AZN,Nəsimi r.,2 otaqlı78 m²12/23 mərtəbə
151 000AZN,İnşaatçılar m.,3 otaqlı112 m²17/17 mərtəbə
325 000AZN,Nəsimi r.,3 otaqlı145 m²7/16 mərtəbə
631 168AZN,Ağ şəhər q.,3 otaqlı99.1 m²5/7 mərtəbə
637 640AZN,Ağ şəhər q.,2 otaqlı99 m²5/7 mərtəbə
149 000AZN,Badamdar q.,4 otaqlı125 m²16/17 mərtəbə
132 000AZN,Əhmədli q.,3 otaqlı75 m²1/9 mərtəbə
214 500AZN,Gənclik m.,3 otaqlı110 m²8/9 mərtəbə
162 000AZN,Əhmədli q.,5 otaqlı120 m²6/9 mərtəbə
119 500AZN,20 Yanvar m.,2 otaqlı50 m²3/20 mərtəbə
110 000AZN,Əhmədli q.,2 otaqlı60 m²9/9 mərtəbə
125 000AZN,Masazır q.,3 otaqlı90 m²4/6 mərtəbə
215 000AZN,Gənclik m.,3 otaqlı95 m²4/9 mərtəbə
230 000AZN,Şah İsmayıl Xətai m.,3 otaqlı101 m²15/24 mərtəbə
330 000AZN,Həzi Aslanov m.,4 otaqlı141 m²15/18 mərtəbə
620 575AZN,Ağ şəhər q.,3 otaqlı97.4 m²6/8 mərtəbə
135 000AZN,Həzi Aslanov m.,2 otaqlı45 m²4/9 mərtəbə
150 000AZN,Nəriman Nərimanov m.,1 otaqlı67 m²17/19 mərtəbə
209 000AZN,Nəriman Nərimanov m.,2 otaqlı55 m²5/16 mərtəbə
262 500AZN,Xətai r.,2 otaqlı79 m²16/17 mərtəbə
293 000AZN,Həzi Aslanov m.,4 otaqlı127 m²16/17 mərtəbə
150 000AZN,9-cu mikrorayon q.,2 otaqlı58 m²5/17 mərtəbə
625 564AZN,Ağ şəhər q.,3 otaqlı98.2 m²5/8 mərtəbə
250 000AZN,Həzi Aslanov m.,3 otaqlı126 m²6/18 mərtəbə
303 000AZN,20-ci sahə q.,3 otaqlı118 m²10/16 mərtəbə
324 999AZN,Şah İsmayıl Xətai m.,3 otaqlı157 m²24/24 mərtəbə
624 551AZN,Ağ şəhər q.,3 otaqlı103 m²5/8 mərtəbə
205 000AZN,Neftçilər m.,3 otaqlı89 m²7/18 mərtəbə
569 329AZN,Ağ şəhər q.,3 otaqlı92.9 m²7/7 mərtəbə
320 000AZN,Nəsimi r.,3 otaqlı145 m²7/16 mərtəbə
310 000AZN,Həzi Aslanov m.,4 otaqlı155 m²15/18 mərtəbə
370 000AZN,Şah İsmayıl Xətai m.,4 otaqlı160 m²21/22 mərtəbə
550 000AZN,28 May m.,4 otaqlı230 m²10/19 mərtəbə
85 000AZN,Memar Əcəmi m.,1 otaqlı40 m²5/5 mərtəbə
175 000AZN,Elmlər Akademiyası m.,3 otaqlı65 m²5/5 mərtəbə
539 188AZN,Ağ şəhər q.,2 otaqlı90.6 m²7/7 mərtəbə
215 000AZN,Həzi Aslanov m.,2 otaqlı95 m²4/19 mərtəbə
203 000AZN,20 Yanvar m.,3 otaqlı87 m²16/20 mərtəbə
146 000AZN,Həzi Aslanov m.,2 otaqlı65 m²4/16 mərtəbə
180 000AZN,Həzi Aslanov m.,2 otaqlı100 m²4/20 mərtəbə
435 000AZN,Ağ şəhər q.,3 otaqlı120 m²5/8 mərtəbə
158 000AZN,Dərnəgül m.,3 otaqlı80 m²5/5 mərtəbə
630 000AZN,Nizami m.,4 otaqlı210 m²6/20 mərtəbə
355 000AZN,8 Noyabr m.,3 otaqlı150 m²6/18 mərtəbə
802 500AZN,Nizami m.,5 otaqlı267.5 m²8/15 mərtəbə
370 000AZN,Şah İsmayıl Xətai m.,3 otaqlı141 m²10/21 mərtəbə
118 000AZN,Köhnə Günəşli q.,2 otaqlı60 m²2/9 mərtəbə
285 000AZN,Nəsimi m.,4 otaqlı147 m²10/18 mərtəbə
495 000AZN,Ağ şəhər q.,3 otaqlı140 m²7/8 mərtəbə
216 000AZN,Nəsimi r.,2 otaqlı66 m²5/17 mərtəbə
280 000AZN,Nardaran q.,2 otaqlı76 m²4/6 mərtəbə
238 000AZN,Əhmədli m.,3 otaqlı115 m²9/16 mərtəbə
380 000AZN,Nizami m.,4 otaqlı170 m²15/17 mərtəbə
398 684AZN,Nardaran q.,2 otaqlı90.2 m²1/7 mərtəbə
699 244AZN,Nardaran q.,3 otaqlı158.2 m²2/7 mərtəbə
609 518AZN,Nardaran q.,3 otaqlı137.9 m²6/7 mərtəbə
432 276AZN,Nardaran q.,2 otaqlı97.8 m²2/7 mərtəbə
427 074AZN,Nardaran q.,2 otaqlı94.8 m²4/7 mərtəbə
383 350AZN,Nardaran q.,2 otaqlı90.2 m²1/7 mərtəbə
285 000AZN,28 May m.,3 otaqlı92 m²15/17 mərtəbə
157 000AZN,İnşaatçılar m.,3 otaqlı100 m²20/20 mərtəbə
220 000AZN,İnşaatçılar m.,3 otaqlı112 m²19/20 mərtəbə
95 000AZN,Əhmədli m.,2 otaqlı55 m²2/18 mərtəbə
605 000AZN,Nəriman Nərimanov m.,4 otaqlı182 m²16/18 mərtəbə
193 000AZN,Nəriman Nərimanov m.,3 otaqlı75 m²5/5 mərtəbə
380 000AZN,Elmlər Akademiyası m.,4 otaqlı140 m²4/16 mərtəbə
178 000AZN,Biləcəri q.,2 otaqlı72.1 m²3/15 mərtəbə
220 000AZN,İçəri Şəhər m.,3 otaqlı97 m²2/2 mərtəbə
708 339AZN,Nardaran q.,3 otaqlı146.2 m²4/7 mərtəbə
683 485AZN,Nardaran q.,3 otaqlı146.2 m²6/7 mərtəbə
409 292AZN,Nardaran q.,2 otaqlı92.6 m²1/7 mərtəbə
426 360AZN,Nardaran q.,2 otaqlı91.2 m²7/7 mərtəbə
